__metadata,Equnr,Eqktu,Swerk,PName,SyStat,UserStat,UserStatTxt,CurrStat,Werks,Eqtyp
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C195R15XPC1TLCGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C195R15XPC1TLCGC04,195R15 ULTIMA XPC1 _DMD3846_CGC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20555R16UXRTLHM01,205/55R16 UX ROYALE TL_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20555R16UXRTLHM02,205/55R16 UX ROYALE TL_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20555R16UXRTLHM03,205/55R16 UX ROYALE TL_HM03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20555R16UXRTLHM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20555R16UXRTLHM04,205/55R16 UX ROYALE TL_HM04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R15UX1TLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R15UX1TLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R15UX1TLGC01,205/60R15 UX1 TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R15UX1TLGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R15UX1TLGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R15UX1TLGC02,205/60R15 UX1 TL_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ALPTLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ALPTLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ALPTLGC01,205/60R16 UX ALP TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC01,205/60R16 ELANZO NXT TL_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC02,205/60R16 ELANZO NXT TL_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC03,205/60R16 ELANZO NXT TL_GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC04,205/60R16 ELANZO NXT TL_GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC05,205/60R16 ELANZO NXT TL_GC05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC06,205/60R16 ELANZO NXT TL_GC06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC07,205/60R16 ELANZO NXT TL_GC07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLGC08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLGC08,205/60R16 ELANZO NXT TL_GC08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLHM01,205/60R16 ELANZO NXT TL_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLHM02,205/60R16 ELANZO NXT TL_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLHM03,205/60R16 ELANZO NXT TL_HM03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLHM04,205/60R16 ELANZO NXT TL_HM04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLHM05,205/60R16 ELANZO NXT TL_HM05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLHM06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLHM06,205/60R16 ELANZO NXT TL_HM06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLMK01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLMK01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLMK01,205/60R16 ELANZO NXT TL_MK01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLMK02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16ELZTLMK02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16ELZTLMK02,205/60R16 ELANZO NXT TL_MK02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16RHTHM01,205/60R16 RANGER HT TL_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16RHTHM02,205/60R16 RANGER HT TL_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTTLHM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTTLHM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16RHTTLHM03,205/60R16 RANGER HT TL _ HM03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTTLHM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16RHTTLHM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16RHTTLHM04,205/60R16 RANGER HT TL _ HM04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16UXALPHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16UXALPHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16UXALPHM01,205/60R16 UX ALP _TL HMI01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16UXRMSGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16UXRMSGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16UXRMSGC01,205/60R16 UX ROYALE DMD3697-1_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16VECTRMK05,205/60R16 VECTRA _MK05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16VECTRMK06,205/60R16 VECTRA _MK06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16VECTRMK07,205/60R16 VECTRA _MK07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20560R16VECTRMK08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20560R16VECTRMK08,205/60R16 VECTRA _MK08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R15ELZCRUSY1')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R15ELZCRUSY1')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R15ELZCRUSY1,205/65R15 ELANZO CRUSERO_SY1,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R15ELZCRUSY3')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R15ELZCRUSY3')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R15ELZCRUSY3,205/65R15 ELANZO CRUSERO_SY1,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16RAUXHMI01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16RAUXHMI01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16RAUXHMI01,205/65R16 UX ROYALE _ HMI01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16RAUXHMI02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16RAUXHMI02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16RAUXHMI02,205/65R16 UX ROYALE _ HMI02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRHMI01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRHMI01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRHMI01,205/65R16 UX ROYALE _ HMI-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRHMI02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRHMI02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRHMI02,205/65R16 UX ROYALE _ HMI-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM01,205/65R16 UX ROYALE PUNCTURE GUARD HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM02,205/65R16 UX ROYALE PUNCTURE GUARD HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM03,205/65R16 UX ROYALE TL HM03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM04,205/65R16 UX ROYALE TL HM04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM07,205/65R16 UX ROYALE _ HM07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM08,205/65R16 UX ROYALE _ HM08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM09,,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM10,205/65R16 UX ROYALE _ HM10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM11,205/65R16 UX ROYALE _ HM11,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTLHM12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTLHM12,205/65R16 UX ROYALE _ HM12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTY01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTY01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTY01,205/65R16 UX ROYALE_TY01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTY02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20565R16UXRTY02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20565R16UXRTY02,205/65R16 UX ROYALE_TY02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20570R15RATTLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20570R15RATTLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20570R15RATTLHM01,205/70R15 RANGER AT TL_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20570R15RATTLHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C20570R15RATTLHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C20570R15RATTLHM02,205/70R15 RANGER AT TL_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
